Field Name,FIX Tag,Short Description,Is Signed-Off,Default Value,Data Type,Last Update User,Start Date,Jira No,Long Description,OPS Critical Tag,System,PII Information Level Type,PII Element Name
UseMarketFxInd,16692,An Indicator of the FX Rate that the client is expecting.,Y,,String,kiera,1.54824E+12,PLAT-9501,An Indicator of the FX Rate that the client is expecting. Y = Market FX ; N =4pm Standard FX,,,,
BXSRejectCrossingTradeDateBoundaryInd,16693,This tag will allow BXS to reject an order which attempts to trade across the trade-date boundary of an exchange,Y,,String,xueyangw,1.54747E+12,9503,This tag will allow BXS to reject an order which attempts to trade across the trade-date boundary of an exchange,,,,
VsiMessageType,16694,Stamps the flow types on messages that are executed by ATOM via XMAN,Y,,String,sumithrs,1.54747E+12,9480,Stamps the flow types on messages that are executed by ATOM via XMAN,,,,
SpotMismatchPts,16695,This tag represents the Forward points as a result of a synthetic(NMP) order that has different value dates for the separate legs.,Y,,String,akilmoh,1.56476E+12,PLAT-9529,This tag represents the Forward points as a result of a synthetic(NMP) order that has different value dates for the separate legs.,,,,
NegotiatedTradeIndicator,16696,Indicates the conditions the product can be Negotiated Traded,Y,,String,kiera,1.54824E+12,PLAT-9519,Indicates the conditions the product can be Negotiated Traded. This will drive the logic together with FIX tag 16070 (Standard Market Size) and 16071 (Large in Scale) to provide information to the user on potential limitations on trading a particular order.,,,,
TradeLocationID,16697,The locationID send to NSE / BSE (20 digit maximum),Y,,String,evos,1.5484E+12,PLAT-9520,location ID of the end-user who is placing the orders should be registered with the exchagne,,,,
LegRule80A,16699,Describes the capacity of the firm placing the order at the Leg Level.,Y,,String,kiera,1.5496E+12,PLAT-9522,Describes the capacity of the firm placing the order at the Leg Level.,,,,
LegOrderSubCapacity,16700,Further defines how MS acts on an order for a given client at the Leg Level.,Y,,String,kiera,1.5496E+12,PLAT-9521,Further defines how MS acts on an order for a given client at the Leg Level.,,,,
LegCustomerOrFirm,16701,Used for options when delivering the order to an execution system exchange at the Leg Level. Specifies the order is for a customer or placed by firm,Y,,String,kiera,1.5496E+12,PLAT-9523,Used for options when delivering the order to an execution system exchange at the Leg Level. Specifies the order is for a customer or placed by firm,,,,
ClRejectOrdAtMktCloseInd,16702,Indicated the client preference for their order to be rejected if market is outside the trading hour. OM will not queue or release client order if they prefer order to be rejected.,Y,,String,gaoya,1.54994E+12,,Indicated the client preference for their order to be rejected if market is outside the trading hour. OM will not queue or release client order if they prefer order to be rejected.,,,,
BOCAdditionalKey,16703,Additional key information that Beneficial Ownership Check should refer to besides TNLID or HedgeLkTNLID,Y,,String,lijiayu,1.54891E+12,9514,Additional key information that Beneficial Ownership Check should refer to besides TNLID or HedgeLkTNLID,,,,
ClientProvidedAlgoName,16704,Fill level tag to propogate the algo name on fill messages back to client,Y,,String,kiera,1.58219E+12,PLAT-9530,Fill level tag to propogate the algo name on fill messages back to client,,,,
CollIntRate,16705,This tag contains the interest rate for collateral money,Y,,String,akilmoh,1.54893E+12,PLAT-9516,This tag contains the interest rate for collateral money,,,,
LoanRate,16706,This tag contains the lending fee rate,Y,,String,akilmoh,1.54893E+12,PLAT-9516,This tag contains the lending fee rate,,,,
CurrPriceIncAccrInterest,16707,This tag represents the current price incl. accrued interest,Y,,String,akilmoh,1.56476E+12,PLAT-9516,This tag represents the current price incl. accrued interest,,,,
BXSTPBRefPriceSnapImmedInd,16708,"This tag allows the client to decide which price to use. If the value = Y, use the price of previous close price. If the value = N, wait the market to open and get the new price",Y,,String,akilmoh,1.54929E+12,PLAT-9539,"This tag allows the client to decide which price to use. If the value = Y, use the price of previous close price. If the value = N, wait the market to open and get the new price",,,,
BXSStrictExpiryTimeInd,16709,This tag indicates the Expiry offset Time of the order,Y,,String,akilmoh,1.55353E+12,PLAT-9540,This tag indicates the Expiry offset Time of the order,,,,
RepresentativeFillUUId,16710,EntityOID/FillUUId of associated representative fill,Y,,String,archapri,1.54929E+12,PLAT-9543,EntityOID&#x2F;FillUUId of associated representative fill,,,,
OpenUrgency,16711,This tag is used to specify urgency-based percentage of predicted auction.,Y,,String,akilmoh,1.54955E+12,PLAT-9544,This tag is used to specify urgency-based percentage of predicted auction.,,,,
BXSShortSellCloseOutOrderInd,16712,For user to indicate that the order should trade in compliance with SEC Rule 204 close-out requirements for short selling.,Y,,String,xueyangw,1.55111E+12,PLAT-9546,For user to indicate that the order should trade in compliance with SEC Rule 204 close-out requirements for short selling.,,,,
HasMoreQuantityInd,16713,"Client has additional quantity to trade, when client sends smaller slices of their total available order quantity",Y,N,String,sumithrs,1.54938E+12,9538,"Client has additional quantity to trade, when client sends smaller slices of their total available order quantity",,,,
MAX_DISPLAY_SIZE,16714,Quantity to be displayed on the exchange when resting or aggressing a multileg order,Y,,Double,sumithrs,1.54956E+12,9499,Quantity to be displayed on the exchange when resting or aggressing a multileg order,,,,
MultiDayOptIntInd,16715,"This tag indicates if engine supports multi day option for the Time In Force of the order, or not. The Multi Day Time In Force possible values are: Good to Cancel , Good To Go and Good Till Crossing",Y,,String,akilmoh,1.54945E+12,PLAT-9551,"This tag indicates if engine supports multi day option for the Time In Force of the order, or not. The Multi Day Time In Force possible values are: Good to Cancel , Good To Go and Good Till Crossing",,,,
ShortLeg,16716,The index of the leg in a synthetic order with the closest value date.,Y,,Integer,kiera,1.54953E+12,PLAT-9548,The index of the leg in a synthetic order with the closest value date.,,,,
LongLeg,16717,The index of the leg in a synthetic order with farthest value date,Y,,Integer,kiera,1.54953E+12,PLAT-9548,The index of the leg in a synthetic order with farthest value date,,,,
ExtFirmMinQty,16718,ExtFirmMinQty as notional for minimum fill size from venue.,Y,,String,kiera,1.5496E+12,PLAT-9555,ExtFirmMinQty as notional for minimum fill size from venue.,,,,
ExtCondMinQty,16719,Ext CondMinQty as notional for minimum fill size from venue.,Y,,String,kiera,1.5496E+12,Plat-9554,Ext CondMinQty as notional for minimum fill size from venue.,,,,
BlindSIMinQty,16720,Blind SI minQry as notional for minimum fill size from venue.,Y,,String,kiera,1.5496E+12,PLAT-9552,Blind SI minQry as notional for minimum fill size from venue.,,,,
ESIIOIMinQty,16721,Blind SI minQry as notional for minimum fill size from venue.,Y,,String,kiera,1.5496E+12,PLAT-9553,Blind SI minQry as notional for minimum fill size from venue.,,,,
ThicIncludeVenues,16722,List of venues to be included from thic volume subscriptions,Y,,String,kiera,1.5496E+12,PLAT-9556,List of venues to be included from thic volume subscriptions,,,,
ThicExcludeVenues,16723,List of venues to be excluded from thic volume subscriptions,Y,,String,kiera,1.5496E+12,PLAT-9556,List of venues to be excluded from thic volume subscriptions,,,,
DAOIndicator,16724,Indicates whether the order should be marked as DAO,Y,,String,sumithrs,1.54963E+12,9558,Indicates whether the order should be marked as DAO,,,,
AutoHedgeInd,16725,Indicates if this position should be automatically hedged,Y,,String,sumithrs,1.54988E+12,9547,Indicates if this position should be automatically hedged,,,,
BXSFractionOfLitVolume,16726,"This tag represents the maximum fraction of lit-only volume that the order can participate in. A value of zero (or Null) means that the feature is turned off. By default, the feature is turned off.",Y,,String,akilmoh,1.54997E+12,PLAT-9575,"This tag represents the maximum fraction of lit-only volume that the order can participate in. A value of zero (or Null) means that the feature is turned off. By default, the feature is turned off.",,,,
MSSIMinQty,16727,MSSI MinQty as notional for minimum fill size from venue.,Y,,String,kiera,1.55005E+12,PLAT-9564,MSSI MinQty as notional for minimum fill size from venue.,,,,
QwestAmendReasonCode,16728,This tag will have the Amendment reason code sent by Quest.,Y,,String,akilmoh,1.55057E+12,PLAT-9578,This tag will have the Amendment reason code sent by Quest.,,,,
EBEEAFlag,16729,"If the Executing broker providing the giveup, wants to use the European entity or not.",Y,,String,kiera,1.55012E+12,PLAT-9581,"If the Executing broker providing the giveup, wants to use the European entity or not.",,,,
PBEEAFlag,16730,"If the Swap provider accepting the give in, wants to use the European entity or not.",Y,,String,kiera,1.55012E+12,PLAT-9581,"If the Swap provider accepting the give in, wants to use the European entity or not.",,,,
PBLEI,16731,"The LEI of the swaps provider, to be used similar to the EB equivalent (16056)",Y,,String,kiera,1.55012E+12,PLAT-9581,"The LEI of the swaps provider, to be used similar to the EB equivalent (16056)",,,,
MultiLegReportIndicator,16732,To identify if an acknowledgement received on 35=AB messages is MultiLeg,Y,,String,kiera,1.55073E+12,PLAT-9596,"To identify if an acknowledgement received on 35=AB messages is MultiLeg, specifically created for CARBON ATOM JUPITER flow",,,,
BasketIndexCumQty,16733,Total number of basket unit filled,Y,,Integer,kiera,1.55074E+12,PLAT-9598,Total number of basket unit filled,,,,
BasketIndexAvgPx,16734,Indicative average price including risk premiums,Y,,Float,kiera,1.55074E+12,PLAT-9598,Indicative average price including risk premiums,,,,
BasketCompFxRateList,16735,Comma separated list of FX pairs and rates,Y,,String,kiera,1.55074E+12,PLAT-9598,Comma separated list of FX pairs and rates,,,,
AggFillAtDFDInd,16736,"Atom would report an Aggregated Fill right after DoneForDay when this tag is set to ""Y"". 
 The Aggregated Fill will be used by ICapture for US Bond booking",Y,N,String,sumithrs,1.55145E+12,9594,"Atom would report an Aggregated Fill right after DoneForDay when this tag is set to &quot;Y&quot;. 
 The Aggregated Fill will be used by ICapture for US Bond booking",,,,
RejectXOnSameAccount,16737,The tag will be used by MSPAIRX to identify whether an order crossing is valid or not.,Y,,String,akilmoh,1.55378E+12,PLAT-9691,The tag will be used by MSPAIRX to identify whether an order crossing is valid or not.,,,,
NCIBIndicator,16738,"Indicates a Normal-Course Issuer Bid order, the act of a company buying back its own outstanding shares from the market so it can cancel them",Y,,String,sumithrs,1.55109E+12,9585,"Indicates a Normal-Course Issuer Bid order, the act of a company buying back its own outstanding shares from the market so it can cancel them",,,,
ClientEUShareTradingObligationInd,16739,Indication that this client order request has an EU share trading obligation,Y,,String,kiera,1.55118E+12,PLAT-9609,Indication that this client order request has an EU share trading obligation,,,,
TrapAutoExceptionInd,16740,Set on order request messages for certain clients who opt for trapping rejects on their auto orders. This tag is used to indicate OM to trap and not to send slice rejects to upstream on auto orders,Y,,String,sumithrs,1.55134E+12,PLAT 9603,Set on order request messages for certain clients who opt for trapping rejects on their auto orders. This tag is used to indicate OM to trap and not to send slice rejects to upstream on auto orders,,,,
